AdjacencyList:
1392,4.6253204345703125e-05
2742,6.29425048828125e-05
4104,8.153915405273438e-05
5370,8.916854858398438e-05
6826,0.00012969970703125
8192,0.0001366138458251953
9576,0.0001652240753173828
11056,0.00017690658569335938
12432,0.00027489662170410156
13942,0.00029921531677246094
IncidenceList:
1340,6.842613220214844e-05
2720,8.511543273925781e-05
4072,0.00012111663818359375
5508,0.0001404285430908203
6936,0.00013303756713867188
8250,0.00029921531677246094
9528,0.00021505355834960938
11050,0.00024819374084472656
12340,0.0002522468566894531
13606,0.000278472900390625
AdjacencyMatrix:
1292,0.0002353191375732422
2762,0.00047969818115234375
4060,0.0011479854583740234
5416,0.0015299320220947266
6816,0.001935720443725586
8198,0.002724885940551758
9598,0.0015802383422851562
10818,0.0018718242645263672
12528,0.002730131149291992
13494,0.005804300308227539
